time,seconds_elapsed,z,y,x
1619810751542433300,0.049433349609375,-9.726033910018206,-0.6008065234027803,1.1016735399335622
1619810751552505300,0.05950537109375,-9.704629302939772,-0.8193542895205318,1.1485684159688652
1619810751562577200,0.0695771484375,-9.677557756140828,-1.0550975205890833,1.1840715448960661
1619810751572649200,0.079649169921875,-9.64736135531962,-1.2978379170686005,1.1892957823503763
1619810751582721300,0.08972119140625,-9.618953591480851,-1.536739758298546,1.1333801261220127
1619810751592793300,0.09979345703125,-9.59321884624362,-1.7536339119903743,1.0321383044797927
1619810751602865700,0.10986572265625,-9.572951718762516,-1.9121296527273952,0.9342067764293401
1619810751612937700,0.119937744140625,-9.564168108326196,-1.9930920719288288,0.8512669196750968
1619810751623009800,0.130009765625,-9.570478606647253,-2.003837776218355,0.7489736162185668
1619810751633081900,0.140081787109375,-9.589514146506787,-1.956821027369052,0.6184246707450598
1619810751643154000,0.15015380859375,-9.617646600535512,-1.859124623248726,0.4635882927658036
1619810751653226000,0.16022607421875,-9.652377722176908,-1.7109893868759274,0.27295800448553637
1619810751663297800,0.1702978515625,-9.689635147425532,-1.5095447312504051,0.051328474568575616
1619810751673369900,0.180369873046875,-9.724060564118624,-1.2578868688218294,-0.17537587439464405
1619810751683442000,0.19044189453125,-9.751904848855734,-0.9662309041343629,-0.3703172308070585
1619810751693514000,0.200513916015625,-9.772573542875051,-0.6470951041080057,-0.4984537083113566
1619810751703585800,0.210585693359375,-9.787074946436286,-0.3134944696711376,-0.5341026754500344
1619810751713657900,0.220657958984375,-9.79556921853721,0.019898086389445232,-0.46563068531360474
1619810751723730000,0.23072998046875,-9.796534848698974,0.3466806634254753,-0.27947230001669376
1619810751733801700,0.2408017578125,-9.78430489720106,0.6616334056135267,-0.002880202499500592
1619810751743873800,0.250873779296875,-9.754923904415964,0.9560174070253967,0.31285208011437204
1619810751753945900,0.26094580078125,-9.710202719157934,1.219704218487069,0.6282305369012058
1619810751764018000,0.271017822265625,-9.65412778071463,1.442272691488266,0.9423620258342474
1619810751774089700,0.28108984375,-9.592265491041541,1.6017130195990203,1.262276774343848
1619810751784161800,0.291161865234375,-9.529424127203226,1.683655535878986,1.5892662104800344
1619810751794233900,0.30123388671875,-9.464853163093329,1.695440373957902,1.926763888888061
1619810751804305700,0.3113056640625,-9.397023489448427,1.6477932182505726,2.2696064354553815
1619810751814377700,0.321377685546875,-9.31864904091358,1.5566494506441055,2.6286884614229202
1619810751824449800,0.33144970703125,-9.213522779053449,1.4501387486882507,3.029601211903989
1619810751834521900,0.34152197265625,-9.064184450501203,1.3829874126963317,3.478260632944107
1619810751844593700,0.35159375,-8.88925166196525,1.4356037351183593,3.884666135622561
1619810751854665700,0.361665771484375,-8.7109748236984,1.5916133581280707,4.213794629614055
1619810751864737800,0.37173779296875,-8.526201024627685,1.825956659270823,4.4877793285325165
1619810751874809900,0.381809814453125,-8.320409571969508,2.119995135180652,4.7378041829317805
1619810751884881700,0.391881591796875,-8.10647105321288,2.448923284294456,4.945531572088599
1619810751894953700,0.40195361328125,-7.890152945843338,2.799873587863147,5.106523513555526
1619810751905025800,0.41202587890625,-7.671929881635307,3.1536668597728013,5.231277435949444
1619810751915097600,0.42209765625,-7.457693841236829,3.4943677181363104,5.3237745178610085
1619810751925169700,0.432169677734375,-7.24536275767684,3.8076705742254853,5.401549246937036
1619810751935240700,0.44224072265625,-7.032317972889542,4.0826454532250755,5.481686613491177
1619810751945312800,0.452312744140625,-6.823461871963739,4.316726011778414,5.565664873382449
1619810751955384800,0.462384765625,-6.635726884999871,4.522978944468498,5.62851383600533
1619810751965456600,0.47245654296875,-6.480614064699411,4.717977200433611,5.6491345992296935
1619810751975528700,0.48252880859375,-6.363774568691849,4.917008657437562,5.612110982736945
1619810751985600800,0.492600830078125,-6.272994227570295,5.1300908516258,5.522870272272825
1619810751995672600,0.502672607421875,-6.202202196988463,5.361850273755192,5.3808589256078
1619810752005744600,0.51274462890625,-6.142795483773947,5.60878213057518,5.194036377313733
1619810752015816700,0.522816650390625,-6.093416243577003,5.859162082022428,4.9710026979535815
1619810752025888800,0.532888671875,-6.068448975580931,6.097827630278468,4.7075259490460155
1619810752035960800,0.5429609375,-6.084704529333115,6.309860607674717,4.39686308607161
1619810752046033000,0.553032958984375,-6.147268829795718,6.483440228036046,4.043077997468412
1619810752056105000,0.56310498046875,-6.250470845595002,6.611471564665436,3.6592955377474423
1619810752066176800,0.5731767578125,-6.386860260725021,6.690826840931177,3.257489053297043
1619810752076248800,0.583248779296875,-6.554555499222874,6.7175231246769425,2.8430738471642134
1619810752086321000,0.59332080078125,-6.747606128251552,6.689168552330136,2.428007629776746
1619810752096393000,0.60339306640625,-6.961710066702961,6.605665508735179,2.017464442771673
1619810752106464800,0.61346484375,-7.1945239663213485,6.466252946391701,1.6114550998039543
1619810752116536800,0.623536865234375,-7.443545488896966,6.270085062125325,1.204179609357938
1619810752126609000,0.63360888671875,-7.6960063382714985,6.025136488077044,0.7997535900589078
1619810752136681000,0.643680908203125,-7.938936558234691,5.742719476377964,0.40601895104628055
1619810752146752800,0.653752685546875,-8.16302062343061,5.434586424142122,0.0274673411834985
1619810752156824800,0.663824951171875,-8.366781447044014,5.104292393502592,-0.33697369106654074
1619810752166897000,0.67389697265625,-8.544757841059566,4.762746608747541,-0.6882926452845335
1619810752176968700,0.68396875,-8.694262758350371,4.420435392577946,-1.019770332750678
1619810752187040800,0.694040771484375,-8.819754347369074,4.0796363345369695,-1.3186682313904166
