#time,seconds_elapsed,z,y,x
1620186551554489300,0.0424892578125,-8.573000769725441,-4.753330253365635,0.2826565012770705
1620186551564517400,0.052517333984375,-8.573719147127866,-4.751786238794028,0.28679462399510663
1620186551574545400,0.06254541015625,-8.573252698659896,-4.752371345205605,0.2910200962030329
1620186551584573200,0.0725732421875,-8.571896607875823,-4.754744211816788,0.29219712235946205
1620186551594602200,0.082602294921875,-8.569579563105107,-4.759006545436382,0.29076511679496614
1620186551604630300,0.09263037109375,-8.566939862251282,-4.763865091383457,0.2889869829402305
1620186551614658300,0.102658203125,-8.564827984663843,-4.7677507006451485,0.287518389958702
1620186551624686300,0.112686279296875,-8.563601073217392,-4.770016599750519,0.28646106292549517
1620186551634715400,0.12271533203125,-8.563145730665326,-4.770909749197959,0.28520954676074906
1620186551644743200,0.1327431640625,-8.5631018915236,-4.771101764638722,0.2832969546050764
1620186551654771200,0.142771240234375,-8.563027072721718,-4.7713875958427785,0.28074074904993174
1620186551664799200,0.15279931640625,-8.56222510868907,-4.773002629823982,0.2777338771178387
1620186551674828300,0.162828369140625,-8.560514797639847,-4.776266015534103,0.27432675382178273
1620186551684856000,0.17285595703125,-8.558483584073185,-4.780096971999108,0.27094913061484693
1620186551694884400,0.18288427734375,-8.556641171076894,-4.783625146125257,0.2668506275211461
1620186551704912100,0.192912109375,-8.55606892414689,-4.784902326454222,0.2622618384261615
1620186551714941200,0.202941162109375,-8.556752814757823,-4.783903963066638,0.25813297672681507
1620186551724969500,0.212969482421875,-8.558041685524582,-4.781812251484394,0.2541214760631323
1620186551734997200,0.222997314453125,-8.55888456608951,-4.780527764631808,0.24986904278304425
1620186551745025300,0.233025390625,-8.559543322259188,-4.779554243424535,0.24588769979560746
1620186551755054300,0.243054443359375,-8.560001002898812,-4.778894902732968,0.2427622612514533
1620186551765082400,0.253082275390625,-8.559938459056616,-4.779141570970416,0.24007557945074512
1620186551775110100,0.263110107421875,-8.558968152719736,-4.781040682590008,0.23685172203341498
1620186551785138400,0.273138427734375,-8.557121063548326,-4.784571779325604,0.2322461827330291
1620186551795167200,0.283167236328125,-8.555428288155793,-4.787840133471787,0.22720323839606715
1620186551805195300,0.2931953125,-8.55412831147313,-4.790398293522,0.2221463203326799
1620186551815223300,0.303223388671875,-8.552906076201795,-4.79285065511018,0.21624946258012204
1620186551825251300,0.313251220703125,-8.551080614340306,-4.796335574616491,0.2111054324888624
1620186551835280100,0.323280029296875,-8.548930742830038,-4.8002740831091995,0.20865071454681455
1620186551845308400,0.333308349609375,-8.546890176913141,-4.803918284830451,0.20836731276186182
1620186551855336200,0.343336181640625,-8.545341778427362,-4.806682196585834,0.2081541997341439
1620186551865364200,0.3533642578125,-8.544294899722933,-4.808598551601171,0.20685055152336135
1620186551875393300,0.363393310546875,-8.543513393956422,-4.810101357379556,0.20417630907911807
1620186551885421300,0.37342138671875,-8.542524382919073,-4.812004560652375,0.20068817470241337
1620186551895449000,0.383448974609375,-8.540897658500075,-4.81503589117229,0.19719309912826866
1620186551905477400,0.393477294921875,-8.538644326615334,-4.819190380503237,0.19325245347740128
1620186551915506400,0.40350634765625,-8.5355346701622,-4.824846798829734,0.18943141561821103
1620186551925534200,0.4135341796875,-8.531717742222547,-4.831724867905676,0.18605667848810553
1620186551935562500,0.4235625,-8.527696231621503,-4.838917994280159,0.18345113563220947
1620186551945591300,0.43359130859375,-8.524266257172822,-4.845032093246281,0.1814739172751084
1620186551955619300,0.443619384765625,-8.521819448542594,-4.8493581397518515,0.18084668875485657
1620186551965647000,0.453647216796875,-8.520616502493619,-4.851463295337558,0.18107132782358676
1620186551975675400,0.46367529296875,-8.520427117401361,-4.851785366898775,0.1813571224950254
1620186551985703200,0.473703125,-8.520390292522311,-4.851842065522074,0.18156846369076518
1620186551995732200,0.483732177734375,-8.519790573063492,-4.852873746657371,0.18214290257785468
1620186552005760300,0.49376025390625,-8.518262632843852,-4.8555558253481985,0.1821126535700634
1620186552015788300,0.503788330078125,-8.515906425106525,-4.859703008155525,0.18170513221509754
1620186552025817300,0.5138173828125,-8.513238667201996,-4.864401395104825,0.18098576843198388
1620186552035845400,0.523845458984375,-8.511071260035038,-4.868244042007625,0.1795769245473668
1620186552045873200,0.533873046875,-8.50985370093882,-4.870436875876784,0.1778339533375576
1620186552055901200,0.543901123046875,-8.510049515771865,-4.870163611893355,0.17591133297821507
1620186552065930200,0.55393017578125,-8.511171213278175,-4.868288757932186,0.17354538929816335
1620186552075958300,0.563958251953125,-8.512983231136202,-4.865219141228497,0.1707161754879169
1620186552085986300,0.573986328125,-8.514714584973454,-4.8623088067397475,0.1672610300653614
1620186552096014300,0.584014404296875,-8.516032681834698,-4.8601262020036575,0.16353632872011512
1620186552106043400,0.59404345703125,-8.516874977877736,-4.858766019566357,0.16004289711378514
1620186552116071200,0.6040712890625,-8.517284727722405,-4.858145549580454,0.1570732519195415
1620186552126099500,0.614099365234375,-8.517297002682088,-4.858196402984857,0.15481484200088305
1620186552136127200,0.624127197265625,-8.516860949352383,-4.859027885372936,0.15267562888194805
1620186552146156300,0.63415625,-8.516722417664527,-4.859322484405339,0.15102243658113293
1620186552156184300,0.644184326171875,-8.517807874813675,-4.857454060184955,0.14991496852957642
1620186552166212400,0.65421240234375,-8.52102508329451,-4.851823653082549,0.14941095539703964
1620186552176240000,0.664240234375,-8.526562259155511,-4.842134910500049,0.14783260929756797
1620186552186269200,0.674269287109375,-8.533422792574763,-4.830143443933129,0.14420931336702777
